Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
Comment,Jacquelyn,Bolivia,Córdoba,Santiago de Compostela,38232,2539,380,359,1800,1381,25,Químico,Contabilidad y fiscalización,married,8,studio,bunny,12,,,,,,0,
Comment,Lloyd,Reino Unido,Cádiz,Álava,66054,3847,676,1954,1217,1343,69,Archivólogo,Bellas artes,married,11,semi-detached house,snake,5,nobinary,,,,,0,
PublicationAdoption,Elizabeth,Reino Unido,La Rioja,Alcántara,32798,4683,1823,1977,883,1068,40,Paleontólogo,Ingeniería mecánica y metalurgia,,17,apartment,,9,other,dog,,neutered_female,Boxer,12,sick
PublicationHelp,Dorthea,Venezuela,Badajoz,Alcázar de San Juan,80416,2927,575,1434,918,1358,83,Historiador,Trabajo y atención social,separated,17,terraced house,snake,1,other,,,,,0,
PublicationStrayAddress,John,Alemania,Guadalajara,Jaca,58220,1546,896,312,338,65,88,Paleontólogo,Economía,divorced,5,ground floor with garden,,17,other,,,,,0,
Event,Danny,Guinea Ecuatorial,Avila,Tineo,90350,1715,50,1465,200,1045,35,Paleontólogo,Sociología y antropología,divorced,15,detached house,cat,1,male,,,,,0,
Comment,Diane,Panama,Avila,Vilagarcía de Arousa,47070,2903,1274,1202,427,1987,78,Archivólogo,Tecnologías de la información y comunicación,relationship,0,duplex,dog,17,other,,,,,0,
PublicationStray,Diana,Paraguay,Tenerife,Terrassa,46704,2721,135,1769,817,1461,77,Músico,Criminología,separated,3,attic,other,12,,,,,,0,
Event,Eleanor,Colombia,Huelva,Granada,47656,1848,828,579,441,124,94,Cocinero,Economía,divorced,16,detached house,other,6,male,,,,,0,
PublicationStrayAddress,Carole,Reino Unido,A Coruña,Úbeda,99918,3275,426,1322,1527,1812,45,Abogado,Trabajo y atención social,married,14,studio,bunny,5,other,,,,,0,
PublicationHelp,Shirley,Panama,Alava,,44595,4527,1876,1143,1508,1662,3,Físico,Sociología y antropología,,0,triplex,,17,nobinary,,,,,0,
PublicationHelp,Julio,Republica Dominicana,Menorca,Barakaldo,99094,1598,812,693,93,487,79,Secretaria,Trabajo y atención social,,13,ground floor,snake,20,male,,,,,0,
PublicationStrayAddress,Crystal,Reino Unido,Fuerteventura,Vilalba,40866,3943,1149,1199,1595,13,2,Músico,Trabajo y atención social,separated,8,apartment,,16,,,,,,0,
PublicationAdoption,Otis,Argentina,Ciudad Real,Antequera,22548,4572,1742,1696,1134,480,84,Físico,Ingeniería mecánica y metalurgia,separated,13,attic,turtles,4,other,turtles,yes,intact_female,Smoushond Holandés,3,dead
PublicationAdoption,Melissa,El Salvador,Valladolid,Morón de la Frontera,50404,2417,312,1967,138,712,34,Paleontólogo,Ingeniería Informatica,separated,20,detached house,hamster,11,nobinary,other,yes,neutered_female,Collie de Pelo Cort,8,unknown
PublicationHelp,Isaac,Francia,Ceuta,Guernica,82691,4204,1228,1422,1554,476,43,Físico,Sociología y antropología,relationship,13,duplex,hamster,6,female,,,,,0,
Animal,Lisa,Alemania,Alava,Almadén,21323,2593,536,1775,282,541,74,Biólogo,Trabajo y atención social,separated,17,studio,turtles,15,female,dog,no,neutered_female,Terrier galés,11,dead
PublicationAdoption,Michael,Costa Rica,Burgos,Irun,63583,4293,1408,1699,1186,1587,93,Músico,Administración y gestión de empresas,,7,duplex,snake,6,other,turtles,no,castrated_male,Ioujnorousskaia Ovtcharka,11,vet
PublicationStray,Roger,El Salvador,Zamora,Cuenca,81118,3145,725,971,1449,174,40,Filólogo,Trabajo y atención social,,4,studio,snake,7,male,,,,,0,
PublicationHelp,Mary,Alemania,Avila,Mataró,65363,2011,31,940,1040,953,37,Enfermero,"Finanzas, banca y seguros",,0,quadplex,other,12,,,,,,0,
Comment,Wilma,Honduras,Guadalajara,Villarrobledo,41619,2667,1875,636,156,1345,93,Físico,Mercadotecnia y publicidad,single,14,bungalows,snake,6,,,,,,0,
PublicationStrayAddress,Carlos,Francia,Pontevedra,Eibar,96540,2996,1905,109,982,1312,96,Abogado,Administración y gestión de empresas,separated,10,triplex,turtles,1,,,,,,0,
PublicationHelp,Vera,Malta,La Palma,Barakaldo,58086,3357,415,950,1992,1133,92,Cocinero,Mercadotecnia y publicidad,relationship,12,ground floor,turtles,18,female,,,,,0,
PublicationStray,Muriel,Francia,Teruel,Villaviciosa,76378,4613,1288,1485,1840,416,84,Geógrafo,Administración y gestión de empresas,married,17,loft,snake,5,male,,,,,0,
PublicationStray,Margaret,El Salvador,Madrid,Montilla,84610,3330,1411,842,1077,1404,71,Secretaria,Ingeniería Informatica,separated,20,flat,,1,male,,,,,0,
PublicationHelp,Dorothy,Francia,Cantabria,Getafe,79506,1234,389,333,512,757,11,Cerrajero,Ingeniería Informatica,,3,terraced house,dog,5,nobinary,,,,,0,
PublicationStrayAddress,Pamela,Bolivia,Albacete,Almadén,85270,2703,868,207,1628,1934,48,Paramédico,Ingeniería mecánica y metalurgia,relationship,12,quadplex,dog,18,female,,,,,0,
PublicationHelp,Juan,Cuba,Ibiza,Ortigueira,37515,2359,249,1613,497,1746,25,Abogado,Trabajo y atención social,married,17,terraced house,,3,female,,,,,0,
PublicationHelp,Margaret,Bolivia,Guadalajara,Guadalajara,98023,1584,265,243,1076,536,91,Frutero,Administración y gestión de empresas,single,13,loft,turtles,14,female,,,,,0,
PublicationAdoption,Joseph,Chile,Asturias,Vilanova i la Geltrú,97214,2094,1217,171,706,785,84,Matemático,Ingeniería mecánica y metalurgia,separated,1,detached house,dog,12,male,snake,yes,intact_male,Scottish terrier,20,unknown
PublicationAdoption,Melvin,Ecuador,Tenerife,Cuenca,97880,3202,422,1987,793,390,35,Botánico,Administración y gestión de empresas,,11,loft,turtles,14,,hamster,no,intact_female,Bouvier des Flandres,20,adopted
PublicationAdoption,James,Peru,Granada,Jumilla,18124,2334,365,1925,44,1028,76,Cocinero,Trabajo y atención social,separated,17,duplex,snake,12,nobinary,hamster,no,castrated_male,Frisian Pointer,18,other
Event,Madonna,Nicaragua,Almería,Antequera,28153,3124,1680,725,719,1497,19,Archivólogo,Mercadotecnia y publicidad,divorced,19,ground floor,hamster,12,other,,,,,0,
Event,Katherine,Cuba,Palencia,Cantabria,56763,2738,582,1834,322,48,65,Abogado,"Negocios y administración, programas multidisciplinarios o generales",separated,11,detached house,cat,16,female,,,,,0,
PublicationHelp,Deborah,Francia,Formentera,Huelva,55270,3464,144,1592,1728,848,79,Músico,Bachillerato,relationship,10,detached house,turtles,10,nobinary,,,,,0,
PublicationHelp,Melania,Republica de Irlanda,Toledo,El Puerto de Santa María,87851,2986,105,1034,1847,1515,54,Químico,Criminología,married,3,terraced house,dog,20,other,,,,,0,
Animal,Chad,Cuba,Toledo,Pamplona,27015,2939,770,973,1196,955,96,Técnico de sonido,Negocios y comercio,separated,7,studio,dog,5,other,hamster,unknown,intact_female,Rottweiler,9,sick
PublicationAdoption,Constance,Singapur,Sevilla,Guipúzcoa,59005,4055,238,1942,1875,1600,74,Mecánico,Tecnologías de la información y comunicación,,12,triplex,hamster,9,nobinary,turtles,yes,unknow,Sabueso de Smaland (Smalandsstovare),10,adopted
PublicationHelp,Nelson,Colombia,Soria,Lugo,74590,1857,1622,164,71,152,20,Médico cirujano,Sociología y antropología,relationship,18,detached house,,11,other,,,,,0,
Animal,Amanda,Alemania,Huesca,Huelva,63138,1906,437,1204,265,1778,48,Ingeniero,"Negocios y administración, programas multidisciplinarios o generales",married,20,terraced house,,3,other,bunny,unknown,intact_male,Lebrel Arabe (Sloughi),6,adopted
PublicationAdoption,Olivia,Guinea Ecuatorial,Santa Cruz de Tenerife,Sanlúcar de Barrameda,28346,3533,1382,1388,763,893,5,Psicólogo,Bachillerato,separated,1,loft,snake,8,other,dog,yes,intact_female,Cocker Spaniel Americano,11,healthy
PublicationStrayAddress,Gail,Republica de Irlanda,Barcelona,Llívia,85475,2096,1687,6,403,1882,48,Filólogo,Derecho,single,10,,other,8,,,,,,0,
Comment,Patrick,Uruguay,Burgos,Carmona,46354,2359,325,633,1401,1037,27,Mecánico,Contabilidad y fiscalización,,7,semi-detached house,,20,nobinary,,,,,0,
PublicationAdoption,Charles,Mexico,Formentera,Irun,50703,3229,1217,1510,502,1441,13,Físico,ESO,single,4,ground floor,snake,14,nobinary,cat,no,intact_male,Lapphund Sueco,19,other
Comment,Holly,Guinea Ecuatorial,Gran Canaria,Jerez de la Frontera,94937,2713,1777,715,221,1389,97,Ingeniero,Tecnologías de la información y comunicación,separated,6,terraced house,turtles,11,other,,,,,0,
PublicationStray,Janice,Alemania,Lugo,Tarragona,14526,2406,1307,619,480,1687,19,Químico,Derecho,separated,3,duplex,cat,15,male,,,,,0,
Animal,Julie,Uruguay,León,Cornellà,81887,3393,1373,1108,912,1900,10,Psicólogo,Mercadotecnia y publicidad,separated,2,bungalows,turtles,13,female,snake,no,unknow,Bichon Boloñes,5,dead
PublicationStrayAddress,Susan,Singapur,Castellón,Salamanca,81044,2784,1015,1107,662,975,55,Paramédico,Economía,relationship,5,bungalows,other,10,other,,,,,0,
PublicationAdoption,Nettie,Bolivia,Gran Canaria,Badajoz,44222,1860,29,217,1614,1736,100,Lavandero,Trabajo y atención social,,17,ground floor with garden,other,2,male,bunny,no,intact_female,Terrier australiano (Australian terrier),12,dead
PublicationStrayAddress,John,Pakistan,La Gomera,Sabadell,62641,3180,1755,103,1322,956,51,Psicólogo,"Negocios y administración, programas multidisciplinarios o generales",single,12,apartment,bunny,10,other,,,,,0,
Animal,Yolanda,Uruguay,Castellón,Pola de Siero,92542,1651,761,157,733,128,2,Profesor,Tecnología y protección del medio ambiente,married,15,terraced house,bunny,15,other,bunny,unknown,intact_female,Galgo húngaro (Magyar Agar),13,sick
PublicationHelp,Kim,Ecuador,Barcelona,Sevilla,54152,3091,1420,348,1323,1917,31,Músico,Magisterio,single,10,ground floor,cat,6,,,,,,0,
Animal,Michael,Paraguay,Cádiz,Llívia,28447,894,70,293,531,1906,65,Técnico de sonido,Ciencias políticas,married,5,quadplex,turtles,4,,hamster,,intact_male,Akita,11,foster
Animal,Tommy,Nicaragua,Gran Canaria,Navarra,22471,3662,573,1697,1392,1169,35,Farmacólogo,Psicología,separated,2,semi-detached house,hamster,14,male,snake,yes,castrated_male,Buhund Noruego,16,healthy
PublicationStrayAddress,James,Colombia,Ciudad Real,Baza,53045,2552,1345,462,745,281,46,Computista,Administración y gestión de empresas,separated,11,ground floor with garden,,4,male,,,,,0,
PublicationHelp,Maria,Republica Dominicana,Valladolid,Ourense,46368,2734,1346,757,631,1764,2,Mecánico,Trabajo y atención social,single,5,detached house,,6,other,,,,,0,
PublicationAdoption,Dana,Ecuador,Valencia,Lugo,46709,2382,201,816,1365,1004,54,Archivólogo,Ingeniería química,relationship,9,ground floor,hamster,7,,turtles,yes,castrated_male,Mastín Napolitano,20,healthy
PublicationStrayAddress,Steven,Malta,Badajoz,Guadalajara,99864,3856,1532,442,1882,1577,2,Psicólogo,ESO,separated,5,semi-detached house,turtles,0,female,,,,,0,
PublicationStray,Edwin,Cuba,Las Palmas de Gran Canaria,Huesca,84597,4316,1095,1620,1601,204,96,Geógrafo,Bellas artes,divorced,3,loft,dog,6,,,,,,0,
PublicationStray,Lynnette,Costa Rica,Valladolid,Madrid,45550,2839,1269,453,1117,395,34,Archivólogo,Bachillerato,single,6,duplex,bunny,9,nobinary,,,,,0,
Event,Chad,Alemania,Mallorca,Las Palmas,19759,2273,587,285,1401,247,34,Profesor,Bachillerato,,17,triplex,turtles,10,male,,,,,0,
PublicationAdoption,Tyler,Mexico,León,Marchena,16861,5579,1965,1890,1724,1344,64,Politólogo,Bellas artes,separated,2,flat,other,1,male,cat,yes,castrated_male,Bouvier des Flandres,1,other
PublicationStrayAddress,Deborah,Costa Rica,Cuenca,El Puerto de Santa María,29234,3069,990,973,1106,1104,22,Carpintero,Ingeniería mecánica y metalurgia,separated,20,bungalows,,5,male,,,,,0,
PublicationStrayAddress,Beth,India,Albacete,Vic,45148,1314,373,123,818,787,27,Matemático,Tecnologías de la información y comunicación,,15,,snake,4,other,,,,,0,
PublicationStrayAddress,Eric,Pakistan,Huelva,Las Palmas,82401,3659,832,1393,1434,586,71,Matemático,Ingeniería química,separated,16,detached house,snake,6,nobinary,,,,,0,
PublicationHelp,Aiko,Paraguay,Las Palmas de Gran Canaria,Oviedo,49307,1503,487,262,754,1973,9,Artesano,Ingeniería mecánica y metalurgia,single,19,ground floor,snake,20,other,,,,,0,
Event,Latosha,Reino Unido,La Rioja,Córdoba,40191,2163,251,46,1866,38,20,Arquitecto,Bellas artes,single,12,flat,other,11,,,,,,0,
Animal,Diana,Francia,Alicante,Carballo,76322,4337,1975,1290,1072,1339,22,Profesor,Sociología y antropología,,10,semi-detached house,hamster,8,female,snake,unknown,unknow,Basset de Artois,11,sick
PublicationStray,Thomas,India,Huesca,Jaca,93576,3811,910,1127,1774,199,58,Técnico de sonido,Ingeniería mecánica y metalurgia,divorced,15,ground floor with garden,other,12,other,,,,,0,
PublicationStray,Betty,Peru,Las Palmas de Gran Canaria,Mataró,29516,2721,171,1551,999,161,55,Mecánico,Administración y gestión de empresas,divorced,13,apartment,cat,19,,,,,,0,
PublicationHelp,Migdalia,Peru,Orense,Cáceres,68691,528,228,222,78,1661,38,Músico,"Finanzas, banca y seguros",separated,4,attic,bunny,20,male,,,,,0,
PublicationHelp,Joseph,Mexico,Zaragoza,Guernica,21081,2585,1645,276,664,1757,9,Ingeniero,Magisterio,married,5,triplex,dog,10,male,,,,,0,
PublicationAdoption,Patricia,Francia,Ciudad Real,Granollers,30423,1540,655,193,692,416,44,Lavandero,Ingeniería mecánica y metalurgia,,11,semi-detached house,turtles,4,other,other,no,unknow,Terrier galés,19,vet
Event,Essie,Chile,Palencia,Álava,20422,979,620,345,14,538,12,Químico,Administración y gestión de empresas,relationship,16,ground floor,cat,9,female,,,,,0,
Animal,Jonathan,Cuba,La Palma,Utrera,91940,3147,597,1837,713,1069,79,Ingeniero,Trabajo y atención social,,5,loft,other,5,,hamster,unknown,intact_female,Sabueso de Hygen,19,vet
PublicationStrayAddress,Cynthia,Reino Unido,Gran Canaria,Sevilla,79146,3533,1463,1051,1019,290,24,Historiador,Sociología y antropología,single,1,detached house,dog,2,female,,,,,0,
PublicationAdoption,Katherine,Ecuador,Avila,Tarragona,60287,2369,1236,654,479,907,55,Abogado,Bachillerato,,10,terraced house,snake,16,nobinary,dog,no,intact_female,Azawakh,3,adopted
Comment,Stephanie,Malta,Murcia,Guipúzcoa,35706,4642,1523,1560,1559,1629,41,Psicólogo,Ingeniería química,married,15,studio,,19,female,,,,,0,
PublicationAdoption,Theresa,Mexico,Alava,Funes,98434,3735,1048,934,1753,1223,82,Botánico,Mercadotecnia y publicidad,separated,2,quadplex,,20,other,turtles,unknown,castrated_male,Kerry blue terrier,18,sick
PublicationHelp,Dina,Panama,Córdoba,Carmona,43035,3294,1153,1013,1128,346,87,Computista,Tecnología y protección del medio ambiente,separated,18,quadplex,snake,10,male,,,,,0,
Comment,Richard,Francia,Huesca,Tineo,95403,2151,88,617,1446,1507,19,Ingeniero,Tecnología y protección del medio ambiente,single,20,triplex,dog,5,other,,,,,0,
PublicationStrayAddress,Wilbert,Honduras,Mallorca,Córdoba,14333,2789,306,706,1777,1185,84,Ingeniero,Mercadotecnia y publicidad,separated,0,ground floor with garden,turtles,10,,,,,,0,
Event,Thomas,Paraguay,Soria,Cantabria,16108,3471,920,1107,1444,1309,39,Geógrafo,Contabilidad y fiscalización,relationship,5,triplex,hamster,11,nobinary,,,,,0,
PublicationAdoption,Donald,Malta,Guadalajara,Cáceres,74943,1845,960,413,472,1800,60,Cocinero,Negocios y comercio,single,19,semi-detached house,dog,20,nobinary,other,unknown,neutered_female,Kishu,4,vet
PublicationHelp,Betty,Honduras,Avila,Marchena,28802,1697,1129,148,420,83,38,Politólogo,"Negocios y administración, programas multidisciplinarios o generales",,0,apartment,snake,11,male,,,,,0,
Comment,Marisol,Venezuela,Almería,Zaragoza,72363,1538,278,298,962,942,93,Matemático,Ciencias políticas,single,7,terraced house,hamster,8,,,,,,0,
Comment,Robert,Argentina,Almería,Coín,29150,3123,1294,989,840,1668,3,Filólogo,Tecnologías de la información y comunicación,,15,quadplex,turtles,12,male,,,,,0,
Animal,Denise,Guatemala,Alava,Mataró,62949,3404,657,1650,1097,1353,21,Bibliotecólogo,"Finanzas, banca y seguros",divorced,5,triplex,dog,17,nobinary,turtles,no,unknow,Segugio Italiano,17,adopted
PublicationHelp,David,Ecuador,Teruel,Cádiz,17120,2701,730,1917,54,284,45,Enfermero,Economía,single,20,apartment,dog,12,nobinary,,,,,0,
PublicationStray,Dorothy,Nicaragua,Orense,San Martín del Rey Aurelio,73080,3774,1675,1796,303,1575,55,Abogado,Ingeniería mecánica y metalurgia,married,17,semi-detached house,other,4,female,,,,,0,
Comment,Steve,Francia,Lanzarote,Ecija,53012,3579,1155,1069,1355,1012,97,Politólogo,Psicología,separated,13,,snake,18,female,,,,,0,
Animal,Jerry,El Salvador,Málaga,Utrera,68206,3995,1153,1513,1329,632,48,Mecánico,Criminología,married,3,studio,snake,20,nobinary,hamster,unknown,intact_male,Teckel (Dachshund),5,adopted
Comment,Mary,Uruguay,Burgos,Santa Cruz de Tenerife,95974,2795,204,1882,709,1120,40,Enfermero,Magisterio,,18,detached house,bunny,15,female,,,,,0,
Animal,Susan,Guatemala,Soria,Vilagarcía de Arousa,42839,3367,838,1165,1364,1299,87,Artesano,Contabilidad y fiscalización,divorced,9,duplex,bunny,17,other,snake,,intact_female,Balkan Hound,5,foster
PublicationStray,Eric,Malta,La Rioja,Getafe,72866,5353,1875,1681,1797,1629,44,Físico,Derecho,separated,0,ground floor,hamster,20,nobinary,,,,,0,
Animal,Alvin,Panama,Valencia,Linares,63473,3696,1563,1679,454,1041,74,Secretaria,Magisterio,,6,attic,snake,7,,other,no,castrated_male,Gran Griffon Vendeano,12,healthy
Animal,Michael,India,Cáceres,Motril,29239,2168,850,835,483,937,4,Artesano,Bachillerato,single,8,,turtles,15,other,hamster,,castrated_male,Grand Bleu de Gascogne,9,adopted
PublicationStrayAddress,Ramon,Malta,Albacete,San Ildefonso,71782,3844,1619,610,1615,1343,36,Biólogo,Sociología y antropología,,18,terraced house,other,4,nobinary,,,,,0,
PublicationHelp,Yolanda,Honduras,Segovia,Guadalajara,17622,1206,643,372,191,1311,96,,Contabilidad y fiscalización,,11,duplex,bunny,1,other,,,,,0,
Comment,Susan,Republica Dominicana,Lérida,Almendralejo,98159,2659,534,1538,587,1994,61,Abogado,Magisterio,relationship,12,,other,17,male,,,,,0,
PublicationHelp,Lauryn,Peru,Ciudad Real,Guadix,68364,2738,1409,1137,192,1203,53,Abogado,Administración y gestión de empresas,married,18,terraced house,turtles,1,male,,,,,0,
Comment,Adam,Venezuela,Málaga,Sestao,65054,1365,989,262,114,1119,16,Médico cirujano,Ciencias políticas,relationship,4,ground floor with garden,dog,5,,,,,,0,
PublicationHelp,Dolores,Panama,Almería,Cuenca,28490,2232,1262,696,274,1863,27,Técnico de sonido,Bellas artes,single,19,quadplex,cat,3,male,,,,,0,
Event,Carlos,Uruguay,Barcelona,Sevilla,73134,1152,71,679,402,1356,67,Matemático,Trabajo y atención social,divorced,3,flat,snake,12,other,,,,,0,
PublicationHelp,Stacy,Chile,Fuerteventura,Vilanova i la Geltrú,13104,1646,178,648,820,952,44,Archivólogo,Ciencias políticas,,6,attic,,0,female,,,,,0,
Comment,Ethel,Guinea Ecuatorial,Navarra,Mieres,35134,1694,896,168,630,1661,93,Botánico,Ingeniería mecánica y metalurgia,separated,8,,dog,18,nobinary,,,,,0,
Animal,Lorraine,Chile,Girona,Trujillo,29998,2787,849,1710,228,1619,52,Lechero,Contabilidad y fiscalización,married,14,apartment,,9,female,bunny,unknown,intact_male,Viejo Pastor Inglés,0,healthy
Animal,Lonna,Nicaragua,Ceuta,Cartagena,10084,2066,1183,639,244,1357,95,Geógrafo,Criminología,separated,16,apartment,,8,male,turtles,,intact_female,Beagle Harrier,8,healthy
PublicationStray,Kimberly,Republica Dominicana,Murcia,Jerez de la Frontera,39397,2420,598,526,1296,658,29,Secretaria,Ingeniería Informatica,divorced,13,flat,hamster,4,male,,,,,0,
Event,Violet,Reino Unido,Pontevedra,Oviedo,86608,865,619,196,50,1033,76,Lavandero,Administración y gestión de empresas,divorced,10,attic,snake,5,nobinary,,,,,0,
Event,Joseph,Paraguay,Toledo,Puertollano,85496,2572,1851,686,35,1150,92,Cocinero,"Finanzas, banca y seguros",,5,semi-detached house,hamster,10,other,,,,,0,
Comment,Gloria,India,Lanzarote,Puente-Genil,44823,1989,359,1363,267,567,4,Enfermero,Economía,married,12,terraced house,turtles,8,other,,,,,0,
PublicationStray,Wanda,Cuba,Cantabria,Guadalajara,52572,2812,736,706,1370,592,21,Sociólogo,Criminología,single,18,triplex,bunny,11,female,,,,,0,
PublicationAdoption,Veronica,Cuba,Avila,Pontevedra,94963,3481,319,1568,1594,641,49,Músico,"Negocios y administración, programas multidisciplinarios o generales",relationship,0,bungalows,hamster,19,other,snake,,castrated_male,Mastín Español,16,sick
PublicationHelp,James,Peru,Avila,Portugalete,17782,3503,1409,1362,732,46,73,Cerrajero,Economía,married,19,ground floor with garden,cat,0,female,,,,,0,
Event,Maria,Guatemala,Lérida,Vilagarcía de Arousa,18969,2938,1131,356,1451,787,95,Cerrajero,Criminología,relationship,3,studio,cat,2,male,,,,,0,
Comment,Matthew,Bolivia,Zaragoza,Carmona,32709,3324,973,1512,839,1552,26,Historiador,Tecnología y protección del medio ambiente,married,16,attic,dog,19,other,,,,,0,
PublicationStray,Ofelia,Republica Dominicana,Lugo,Málaga,54528,3357,1191,1890,276,470,98,,Administración y gestión de empresas,married,2,triplex,other,19,,,,,,0,
PublicationStray,Diane,Singapur,La Gomera,Gijón,44834,2045,1375,349,321,635,3,Músico,Tecnología y protección del medio ambiente,relationship,7,apartment,hamster,16,male,,,,,0,
PublicationStray,Dorothy,Peru,León,Linares,72847,3126,566,1678,882,1576,27,Cocinero,"Finanzas, banca y seguros",married,18,bungalows,cat,18,male,,,,,0,
Comment,Anna,Singapur,Burgos,Girona,35499,4678,1893,895,1890,860,84,Geógrafo,Bachillerato,married,1,,,4,other,,,,,0,
PublicationHelp,Daniel,Republica Dominicana,Guipuzcoa,Martos,39890,2335,1717,365,253,103,0,Paramédico,"Negocios y administración, programas multidisciplinarios o generales",single,4,attic,cat,15,,,,,,0,
Event,Bruce,Singapur,Cáceres,San Ildefonso,83686,2991,1818,206,967,168,75,Arquitecto,Ingeniería Informatica,relationship,8,duplex,cat,1,,,,,,0,
PublicationStray,Paul,Bolivia,Cuenca,Extremadura,50279,3082,1093,408,1581,668,32,Mecánico,"Negocios y administración, programas multidisciplinarios o generales",separated,13,detached house,bunny,1,,,,,,0,
Event,Catherine,Cuba,León,Huelva,12025,3573,1291,1870,412,1666,78,Sociólogo,Criminología,relationship,17,semi-detached house,other,10,nobinary,,,,,0,
PublicationHelp,Vernon,Singapur,Ibiza,Teruel,76342,3012,1421,1567,24,1917,49,Electricista,Trabajo y atención social,,4,triplex,hamster,1,male,,,,,0,
Comment,Martin,India,Girona,Jaén,22274,2728,658,810,1260,438,66,Artesano,"Finanzas, banca y seguros",separated,17,detached house,other,0,female,,,,,0,
PublicationHelp,Robert,India,Salamanca,Aragon,56485,3440,1798,442,1200,865,43,Médico cirujano,Tecnologías de la información y comunicación,single,8,terraced house,hamster,6,female,,,,,0,
PublicationStray,Cheryl,Reino Unido,Navarra,Priego de Córdoba,59421,3008,1079,1390,539,605,65,Filólogo,Criminología,married,6,loft,snake,11,nobinary,,,,,0,
Animal,Gregory,Pakistan,Mallorca,Dos Hermanas,83285,1953,336,411,1206,1252,6,Matemático,Ingeniería mecánica y metalurgia,,16,triplex,hamster,20,male,snake,no,castrated_male,Sabueso Griego,2,healthy
Comment,Erich,Peru,Salamanca,Extremadura,39988,2211,877,323,1011,1875,58,Historiador,Criminología,separated,20,studio,turtles,14,nobinary,,,,,0,
PublicationAdoption,Hope,Ecuador,Murcia,Vilagarcía de Arousa,44183,3298,1666,190,1442,241,25,Bibliotecólogo,Tecnologías de la información y comunicación,married,5,loft,dog,4,female,cat,unknown,neutered_female,English Toy Terrier,0,adopted
Comment,Ruby,Paraguay,Tenerife,San Ildefonso,50917,3321,1410,1559,352,933,50,Geógrafo,Tecnología y protección del medio ambiente,,14,loft,snake,3,male,,,,,0,
PublicationHelp,Christopher,Cuba,Salamanca,Las Palmas,86488,3196,1896,519,781,872,36,Físico,Economía,,2,ground floor,dog,1,other,,,,,0,
PublicationStray,Maria,Ecuador,Valencia,Murcia,65250,4083,1745,1476,862,403,14,Filólogo,Trabajo y atención social,separated,2,quadplex,bunny,8,,,,,,0,
PublicationStray,Marshall,El Salvador,Ceuta,Santa Cruz de Tenerife,79122,3041,19,1255,1767,1683,5,Médico cirujano,Ingeniería química,relationship,1,detached house,bunny,11,male,,,,,0,
Comment,Cecilia,Argentina,Jaén,Ronda,38521,1728,246,1018,464,1612,52,Físico,Criminología,divorced,20,semi-detached house,,10,male,,,,,0,
Event,Brandon,Chile,Asturias,L’Hospitalet de Llobregat,57915,2750,1204,1432,114,80,12,Geógrafo,Administración y gestión de empresas,divorced,14,quadplex,turtles,6,female,,,,,0,
Comment,Audrey,Nicaragua,Córdoba,Lucena,25605,3007,496,688,1823,562,7,Computista,Negocios y comercio,relationship,5,semi-detached house,,19,other,,,,,0,
Animal,Terri,Malta,Menorca,Badajoz,66781,3018,1142,252,1624,1573,39,,Trabajo y atención social,separated,13,ground floor with garden,cat,2,nobinary,dog,unknown,castrated_male,Shar Pei,17,healthy
PublicationHelp,Enrique,Paraguay,Lérida,Cieza,39341,2851,1020,1440,391,996,7,Contador,Ingeniería Informatica,,14,attic,dog,12,male,,,,,0,
PublicationAdoption,Kerry,Cuba,Badajoz,Melilla,41514,3402,1982,56,1364,240,6,Cocinero,Negocios y comercio,single,11,detached house,hamster,15,,dog,,intact_male,Rhodesian Ridgeback,10,other
Animal,Claudette,El Salvador,Las Palmas de Gran Canaria,Cieza,98618,1610,47,914,649,144,17,Ingeniero,Ingeniería Informatica,divorced,12,,bunny,0,nobinary,turtles,unknown,intact_female,Kishu,1,unknown
PublicationStrayAddress,Julio,Alemania,Pontevedra,Galicia,78608,4369,1912,1569,888,1036,8,Farmacólogo,ESO,married,9,triplex,other,5,male,,,,,0,
PublicationHelp,Martha,España,Valencia,Balearic Islands,90285,3675,1847,892,936,1779,22,Ingeniero,Sociología y antropología,relationship,15,quadplex,,12,other,,,,,0,
Comment,Faye,Colombia,Murcia,Badalona,92031,3793,657,1400,1736,1154,71,Médico cirujano,"Finanzas, banca y seguros",single,19,loft,,18,female,,,,,0,
PublicationStray,Gregory,Reino Unido,Teruel,Barakaldo,27550,1676,665,361,650,496,12,Archivólogo,Administración y gestión de empresas,divorced,7,apartment,snake,4,female,,,,,0,
PublicationStrayAddress,Lela,Chile,Huelva,Lucena,76065,1664,170,1325,169,853,47,Carpintero,Contabilidad y fiscalización,separated,7,duplex,turtles,14,male,,,,,0,
Event,Terry,Francia,Valencia,Girona,53027,4038,1637,1428,973,78,32,,Negocios y comercio,single,2,attic,turtles,11,,,,,,0,
Comment,Margie,España,Lérida,Alcalá de Guadaira,82814,1080,291,423,366,967,91,Farmacólogo,Administración y gestión de empresas,relationship,8,bungalows,dog,11,other,,,,,0,
